2026-05-03 00:35:58,9.9,61.0,6.0,N/A
2026-05-03 00:36:09,19.2,61.0,6.0,N/A
2026-05-03 00:36:19,25.2,60.9,6.0,N/A
2026-05-03 00:36:59,3.2,61.2,6.0,N/A
2026-05-03 00:37:10,3.9,61.4,6.0,N/A
2026-05-03 00:37:20,4.6,61.4,6.0,N/A
2026-05-03 00:37:30,5.1,61.3,6.0,N/A
2026-05-03 00:37:40,2.9,61.3,6.0,N/A
2026-05-03 00:37:50,3.3,61.3,6.0,N/A
2026-05-03 00:38:01,10.2,62.1,6.0,N/A
2026-05-03 00:38:11,4.2,62.0,6.0,N/A
2026-05-03 00:38:21,19.6,62.1,6.0,N/A
2026-05-03 00:38:31,1.2,62.0,6.0,N/A
2026-05-03 00:38:41,7.8,62.1,6.0,N/A
2026-05-03 00:38:51,35.8,62.8,6.0,N/A
2026-05-03 00:39:02,10.9,64.0,6.0,N/A
2026-05-03 00:39:12,16.1,62.1,6.0,N/A
2026-05-03 00:39:22,65.1,61.9,6.0,N/A
2026-05-03 00:39:32,9.0,62.3,6.0,N/A
2026-05-03 00:39:42,23.7,61.5,6.0,N/A
2026-05-03 00:39:52,35.5,60.9,6.0,N/A
2026-05-03 00:40:03,9.9,60.7,6.0,N/A
2026-05-03 00:40:13,12.2,60.6,6.0,N/A
2026-05-03 00:40:23,13.5,59.8,6.0,N/A
2026-05-03 00:40:33,6.7,59.8,6.0,N/A
2026-05-03 00:40:43,9.1,60.7,6.0,N/A
2026-05-03 00:40:53,6.4,58.8,6.0,N/A
2026-05-03 00:41:05,8.6,58.2,6.0,N/A
2026-05-03 00:41:15,11.5,58.4,6.0,N/A
2026-05-03 00:41:25,10.1,58.1,6.0,N/A
2026-05-03 00:41:35,21.9,58.2,6.0,N/A
2026-05-03 00:41:45,7.7,58.2,6.0,N/A
2026-05-03 00:41:55,7.9,58.1,6.0,N/A
2026-05-03 00:42:06,62.5,58.6,6.0,N/A
2026-05-03 00:42:19,8.2,58.7,6.0,N/A
2026-05-03 00:42:30,27.2,58.7,6.0,N/A
